token	lemma	Deg	Numb	Person	Mood_Tense_Voice	Case	Gend	Dis	pos
regionis	regio	_	Sing	_	_	Gen	_	_	NOMcom
seruo	seruus	_	Sing	_	_	Abl	_	1	NOMcom
quicquam	quisquam	_	Sing	_	_	Acc	Neut	_	PROind
esse	sum	_	_	_	Inf|Pres|Act	_	_	1	VER
collocutum	colloquor	_	Sing	_	Par|Perf|Dep	Acc	MascNeut	_	VER

at	at	_	_	_	_	_	_	2	CONcoo
neque	neque	_	_	_	_	_	_	_	CONcoo
tutior	tutus	Comp	Sing	_	_	Nom	MascFem	_	ADJqua
fugae	fuga	_	Sing	_	_	Gen	_	_	NOMcom
meditatio	meditatio	_	Sing	_	_	Nom	_	_	NOMcom
quam	quam	_	_	_	_	_	_	1	ADVrel
ipsa	ipse	_	Sing	_	_	Nom	Fem	_	PROdem
est	sum	_	Sing	3	Ind|Pres|Act	_	_	1	VER
fuga	fuga	_	Sing	_	_	Nom	_	_	NOMcom

quin	quin	Pos	_	_	_	_	_	1	ADV
conscium	conscius	Pos	Sing	_	_	Acc	MascNeut	_	ADJqua
talis	talis	_	Sing	_	_	Gen	MascFem	_	PROdem
fuisse	sum	_	_	_	Inf|Perf|Act	_	_	1	VER
consilii	consilium	_	Sing	_	_	Gen	_	_	NOMcom
in	in	_	_	_	_	_	_	_	PRE
seruo	seruus	_	Sing	_	_	Abl	_	1	NOMcom
nex	nex	_	Sing	_	_	Nom	_	_	NOMcom
est	sum	_	Sing	3	Ind|Pres|Act	_	_	1	VER

in	in	_	_	_	_	_	_	_	PRE
libero	liber	Pos	Sing	_	_	Abl	MascNeut	2	ADJqua
seruitus	seruitus	_	Sing	_	_	Nom	_	_	NOMcom

contra	contra	Pos	_	_	_	_	_	1	ADV
indici	index	_	Sing	_	_	Dat	_	_	NOMcom
praemia	praemium	_	Plur	_	_	Nom	_	_	NOMcom
decreta	decerno	_	Plur	_	Par|Perf|Pass	Nom	Neut	_	VER
sunt	sum	_	Plur	3	Ind|Pres|Act	_	_	1	VER

libero	liber	Pos	Sing	_	_	Dat	MascNeut	2	ADJqua
pecunia	pecunia	_	Sing	_	_	Nom	_	_	NOMcom
seruo	seruus	_	Sing	_	_	Dat	_	1	NOMcom
libertas	libertas	_	Sing	_	_	Nom	_	_	NOMcom

utrique	uterque	_	Sing	_	_	Dat	Com	_	PROind
uero	uero	_	_	_	_	_	_	4	CONcoo
uenia	uenia	_	Sing	_	_	Nom	_	_	NOMcom
atque	atque	_	_	_	_	_	_	1	CONcoo
impunitas	impunitas	_	Sing	_	_	Nom	_	_	NOMcom
conscientiae	conscientia	_	Sing	_	_	Gen	_	_	NOMcom
ne	ne	_	_	_	_	_	_	4	CONsub
quando	quando	Pos	_	_	_	_	_	2	ADV
persequi	persequor	_	_	_	Inf|Pres|Dep	_	_	_	VER
malum	malus	Pos	Sing	_	_	Acc	MascNeut	3	ADJqua
consilium	consilium	_	Sing	_	_	Acc	_	_	NOMcom
quam	quam	_	_	_	_	_	_	1	ADVrel
poenitere	paeniteo	_	_	_	Inf|Pres|Act	_	_	_	VER
sit	sum	_	Sing	3	Sub|Pres|Act	_	_	1	VER
tutius	tutus	Comp	Sing	_	_	Nom	Neut	_	ADJqua

huius	hic	_	Sing	_	_	Gen	Com	1	PROdem
rei	res	_	Sing	_	_	Gen	_	_	NOMcom
haec	hic	_	Sing	_	_	Nom	Fem	1	PROdem
lex	lex	_	Sing	_	_	Nom	_	_	NOMcom
atque	atque	_	_	_	_	_	_	1	CONcoo
hic	hic	_	Sing	_	_	Nom	Masc	1	PROdem
ordo	ordo	_	Sing	_	_	Nom	_	_	NOMcom
est	sum	_	Sing	3	Ind|Pres|Act	_	_	1	VER
quem	qui	_	Sing	_	_	Acc	Masc	1	PROrel
dixi	dico	_	Sing	1	Ind|Perf|Act	_	_	2	VER

qui	qui	_	Sing	_	_	Nom	Masc	1	PROrel
quantum	quantum	_	Sing	_	_	Acc	MascNeut	1	PROrel
habeat	habeo	_	Sing	3	Sub|Pres|Act	_	_	_	VER
humanitatis	humanitas	_	Sing	_	_	Gen	_	_	NOMcom
et	et	_	_	_	_	_	_	2	CONcoo
commodi	commodum	_	Sing	_	_	Gen	_	1	NOMcom
facile	facile	Pos	_	_	_	_	_	_	ADV
patet	pateo	_	Sing	3	Ind|Pres|Act	_	_	_	VER

quando	quando	_	_	_	_	_	_	3	CONsub
sic	sic	Pos	_	_	_	_	_	_	ADV
irascitur	irascor	_	Sing	3	Ind|Pres|Dep	_	_	_	VER
ut	ut	_	_	_	_	_	_	4	CONsub
uitia	uitium	_	Plur	_	_	Acc	_	_	NOMcom
perimat	perimo	_	Sing	3	Sub|Pres|Act	_	_	_	VER
seruatis	seruo	_	Plur	_	Par|Perf|Pass	Abl	Com	_	VER
hominibus	homo	_	Plur	_	_	Abl	_	_	NOMcom
atque	atque	_	_	_	_	_	_	1	CONcoo
ita	ita	Pos	_	_	_	_	_	_	ADV
tractatis	tracto	_	Plur	_	Par|Perf|Pass	Abl	Com	_	VER
ut	ut	_	_	_	_	_	_	4	CONsub
bonos	boni	_	Plur	_	_	Acc	_	_	NOMcom
esse	sum	_	_	_	Inf|Pres|Act	_	_	1	VER
necesse	necesse	Pos	_	_	_	Ind	_	_	ADJqua
sit	sum	_	Sing	3	Sub|Pres|Act	_	_	1	VER

et	et	_	_	_	_	_	_	2	CONcoo
quantum	quantum	_	Sing	_	_	Acc	MascNeut	1	PROrel
ante	ante	Pos	_	_	_	_	_	1	ADV
damni	damnum	_	Plur	_	_	Nom	_	_	NOMcom
dederunt	do	_	Plur	3	Ind|Perf|Act	_	_	_	VER
tantum	tantum	_	Sing	_	_	Acc	MascNeut	1	PROdem
reliqua	reliquus	Pos	Sing	_	_	Abl	Fem	_	ADJqua
uita	uita	_	Sing	_	_	Abl	_	_	NOMcom
resartiant	resarcio	_	Plur	3	Sub|Pres|Act	_	_	_	VER

porro	porro	Pos	_	_	_	_	_	_	ADV
ne	ne	_	_	_	_	_	_	4	CONsub
ad	ad	_	_	_	_	_	_	2	PRE
pristinos	pristinus	Pos	Plur	_	_	Acc	Masc	_	ADJqua
relabantur	relabor	_	Plur	3	Sub|Pres|Dep	_	_	2	VER
mores	mos	_	Plur	_	_	Acc	_	_	NOMcom
adeo	adeo	Pos	_	_	_	_	_	2	ADV
nullus	nullus	_	Sing	_	_	Nom	Masc	_	PROind
est	sum	_	Sing	3	Ind|Pres|Act	_	_	1	VER
metus	metus	_	Sing	_	_	Nom	_	_	NOMcom
ut	ut	_	_	_	_	_	_	4	CONsub
uiatores	uiator	_	Plur	_	_	Nom	_	_	NOMcom
quoque	quoque	Pos	_	_	_	_	_	_	ADV
quibus	qui	_	Plur	_	_	Dat	Com	1	PROrel
iter	iter	_	Sing	_	_	Nom	_	_	NOMcom
aliquo	aliquis	_	Sing	_	_	Abl	MascNeut	_	PROind
institutum	instituo	_	Sing	_	Par|Perf|Pass	Nom	Neut	_	VER
est	sum	_	Sing	3	Ind|Pres|Act	_	_	1	VER
non	non	_	_	_	_	_	_	_	ADVneg
aliis	alius	_	Plur	_	_	Abl	Com	_	PROind
uiae	uia	_	Plur	_	_	Gen	_	_	NOMcom
ducibus	dux	_	Plur	_	_	Abl	_	_	NOMcom
sese	sui	_	Plur	_	_	Acc	_	1	PROref
tutiores	tutus	Comp	Plur	_	_	Nom	MascFem	_	ADJqua
arbitrentur	arbitror	_	Plur	3	Sub|Pres|Dep	_	_	_	VER
quam	quam	_	_	_	_	_	_	1	ADVrel
seruis	seruus	_	Plur	_	_	Abl	_	1	NOMcom
illis	ille	_	Plur	_	_	Abl	Com	_	PROdem
ad	ad	_	_	_	_	_	_	2	PRE
quamque	quisque	_	Sing	_	_	Acc	Fem	2	PROind
regionem	regio	_	Sing	_	_	Acc	_	_	NOMcom
subinde	subinde	Pos	_	_	_	_	_	_	ADV
commutatis	commuto	_	Plur	_	Par|Perf|Pass	Abl	Com	2	VER

nempe	nempe	Pos	_	_	_	_	_	_	ADV
ad	ad	_	_	_	_	_	_	2	PRE
perpetrandum	perpetro	_	Sing	_	Adj|_|Pass	Acc	MascNeut	_	VER
latrocinium	latrocinium	_	Sing	_	_	Acc	_	_	NOMcom
nihil	nihil	_	_	_	_	Ind	_	_	PROind
habent	habeo	_	Plur	3	Ind|Pres|Act	_	_	_	VER
usquam	usquam	Pos	_	_	_	_	_	_	ADV
non	non	_	_	_	_	_	_	_	ADVneg
importunum	importunus	Pos	Sing	_	_	Acc	MascNeut	_	ADJqua

manus	manus	_	Plur	_	_	Nom	_	1	NOMcom
inermes	inermis	Pos	Plur	_	_	Nom	MascFem	_	ADJqua

pecunia	pecunia	_	Sing	_	_	Nom	_	_	NOMcom
tantum	tantum	Pos	_	_	_	_	_	1	ADV
sceleris	scelus	_	Sing	_	_	Gen	_	_	NOMcom
index	index	_	Sing	_	_	Nom	_	_	NOMcom

deprehenso	deprehendo	_	Sing	_	Par|Perf|Pass	Dat	MascNeut	_	VER
parata	paratus	Pos	Sing	_	_	Nom	Fem	2	VER
uindicta	uindicta	_	Sing	_	_	Nom	_	_	NOMcom

neque	neque	_	_	_	_	_	_	_	CONcoo
spes	spes	_	Sing	_	_	Nom	_	_	NOMcom
ulla	ullus	_	Sing	_	_	Nom	Fem	_	PROind
prorsus	prorsus	Pos	_	_	_	_	_	2	ADV
fugiendi	fugio	_	Sing	_	Ger|_|Act	Gen	_	_	VER
quoquam	quoquam	Pos	_	_	_	_	_	_	ADV

quo	qui	_	Sing	_	_	Abl	MascNeut	1	PROrel
enim	enim	_	_	_	_	_	_	2	CONcoo
pacto	pactum	_	Sing	_	_	Abl	_	_	NOMcom
falleret	fallo	_	Sing	3	Sub|Impa|Act	_	_	_	VER
ac	ac	_	_	_	_	_	_	1	CONcoo
tegeret	tego	_	Sing	3	Sub|Impa|Act	_	_	_	VER
fugam	fuga	_	Sing	_	_	Acc	_	_	NOMcom

homo	homo	_	Sing	_	_	Nom	_	_	NOMcom
nulla	nullus	_	Sing	_	_	Abl	Fem	_	PROind
uestium	uestis	_	Plur	_	_	Gen	_	_	NOMcom
parte	pars	_	Sing	_	_	Abl	_	_	NOMcom
populo	populus	_	Sing	_	_	Abl	_	1	NOMcom
similis	similis	Pos	Sing	_	_	Nom	MascFem	_	ADJqua

nisi	nisi	_	_	_	_	_	_	_	CONsub
abeat	abeo	_	Sing	3	Sub|Pres|Act	_	_	1	VER
nudus	nudus	Pos	Sing	_	_	Nom	Masc	_	ADJqua

quin	quin	Pos	_	_	_	_	_	1	ADV
sic	sic	Pos	_	_	_	_	_	_	ADV
quoque	quoque	Pos	_	_	_	_	_	_	ADV
fugientem	fugio	_	Sing	_	Par|Pres|Act	Acc	MascFem	_	VER
proderet	prodo	_	Sing	3	Sub|Impa|Act	_	_	_	VER
auricula	auricula	_	Sing	_	_	Nom	_	_	NOMcom

at	at	_	_	_	_	_	_	2	CONcoo
ne	ne	_	_	_	_	_	_	4	CONsub
inito	ineo	_	Sing	_	Par|Perf|Pass	Abl	MascNeut	1	VER
saltem	saltem	Pos	_	_	_	_	_	_	ADV
consilio	consilium	_	Sing	_	_	Abl	_	_	NOMcom
coniurent	coniuro	_	Plur	3	Ind|Fut|Act	_	_	_	VER
in	in	_	_	_	_	_	_	_	PRE
rempublicam	respublica	_	Sing	_	_	Acc	_	_	NOMcom
id	is	_	Sing	_	_	Nom	Neut	_	PROdem
demum	demum	Pos	_	_	_	_	_	_	ADV
scilicet	scilicet	Pos	_	_	_	_	_	_	ADV
periculum	periculum	_	Sing	_	_	Nom	_	_	NOMcom
est	sum	_	Sing	3	Ind|Pres|Act	_	_	1	VER

quasi	quasi	_	_	_	_	_	_	2	CONsub
in	in	_	_	_	_	_	_	_	PRE
tantam	tantus	_	Sing	_	_	Acc	Fem	_	PROdem
uenire	uenio	_	_	_	Inf|Pres|Act	_	_	_	VER
spem	spes	_	Sing	_	_	Acc	_	_	NOMcom
ulla	ullus	_	Sing	_	_	Nom	Fem	_	PROind
possit	possum	_	Sing	3	Sub|Pres|Act	_	_	1	VER
uicinia	uicinia	_	Sing	_	_	Nom	_	_	NOMcom
non	non	_	_	_	_	_	_	_	ADVneg
tentatis	tento	_	Plur	_	Par|Perf|Pass	Abl	Com	_	VER
ac	ac	_	_	_	_	_	_	1	CONcoo
sollicitatis	sollicito	_	Sing	_	Par|Perf|Pass	Abl	Com	_	NOMcom
ante	ante	Pos	_	_	_	_	_	2	PRE
multarum	multus	Pos	Plur	_	_	Gen	Fem	_	ADJqua
regionum	regio	_	Plur	_	_	Gen	_	_	NOMcom
seruitiis	seruitium	_	Plur	_	_	Abl	_	_	NOMcom

quae	qui	_	Plur	_	_	Nom	Neut	1	PROrel
tantum	tantum	Pos	_	_	_	_	_	2	ADV
absunt	absum	_	Plur	3	Ind|Pres|Act	_	_	1	VER
a	ab	_	_	_	_	_	_	_	PRE
facultate	facultas	_	Sing	_	_	Abl	_	_	NOMcom
conspirandi	conspiro	_	Sing	_	Ger|_|Act	Gen	_	1	VER

ut	ut	_	_	_	_	_	_	4	CONsub
ne	ne	_	_	_	_	_	_	3	ADVneg
conuenire	conuenio	_	_	_	Inf|Pres|Act	_	_	_	VER
quidem	quidem	Pos	_	_	_	_	_	_	ADV

et	et	_	_	_	_	_	_	2	CONcoo
colloqui	colloquor	_	_	_	Inf|Pres|Dep	_	_	_	VER
aut	aut	_	_	_	_	_	_	_	CONcoo
salutare	saluto	_	_	_	Inf|Pres|Act	_	_	_	VER
se	sui	_	Sing	_	_	Acc	_	1	PROref
mutuo	mutuo	Pos	_	_	_	_	_	2	ADV
liceat	licet	_	Sing	3	Sub|Pres|Act	_	_	1	VER

ut	ut	_	_	_	_	_	_	4	CONsub
credantur	credo	_	Plur	3	Sub|Pres|Pass	_	_	_	VER
interim	interim	Pos	_	_	_	_	_	_	ADV
id	is	_	Sing	_	_	Acc	Neut	_	PROdem
consilium	consilium	_	Sing	_	_	Acc	_	_	NOMcom
intrepide	intrepide	Pos	_	_	_	_	_	_	ADV
credituri	credo	_	Plur	_	Par|Fut|Act	Nom	Masc	_	VER
suis	sui	_	Plur	_	_	Dat	Com	2	PROpos.ref

quod	qui	_	Sing	_	_	Nom	Neut	1	PROrel
reticentibus	reticeo	_	Plur	_	Par|Pres|Act	Dat	Com	_	VER
periculosum	periculosus	Pos	Sing	_	_	Acc	MascNeut	_	ADJqua
prodentibus	prodo	_	Plur	_	Par|Pres|Act	Dat	Com	_	VER
maximo	magnus	Sup	Sing	_	_	Dat	MascNeut	_	ADJqua
esse	sum	_	_	_	Inf|Pres|Act	_	_	1	VER
bono	bonum	_	Sing	_	_	Dat	MascNeut	_	NOMcom
sciant	scio	_	Plur	3	Sub|Pres|Act	_	_	_	VER

cum	cum	_	_	_	_	_	_	3	CONsub
contra	contra	Pos	_	_	_	_	_	2	PRE
nemo	nemo	_	Sing	_	_	Nom	_	_	PROind
sit	sum	_	Sing	3	Sub|Pres|Act	_	_	1	VER
prorsus	prorsus	Pos	_	_	_	_	_	2	ADV
exspes	exspes	Pos	Sing	_	_	Nom	Com	_	ADJqua
obediendo	obedio	_	Sing	_	Ger|_|Act	Abl	_	_	VER
ac	ac	_	_	_	_	_	_	1	CONcoo
perferendo	perfero	_	Sing	_	Ger|_|Act	Abl	_	_	VER
bonamque	bonus界que	Pos	Sing	_	_	Acc	Fem	_	ADJqua
de	de	_	_	_	_	_	_	_	PRE
se	sui	_	Sing	_	_	Abl	_	1	PROref
praebendo	praebeo	_	Sing	_	Ger|_|Act	Abl	_	_	VER
spem	spes	_	Sing	_	_	Acc	_	_	NOMcom
emendatioris	emendatus	Comp	Sing	_	_	Gen	Com	_	ADJqua
in	in	_	_	_	_	_	_	_	PRE
posterum	posterus	Pos	Sing	_	_	Acc	MascNeut	_	ADJqua
uitae	uita	_	Sing	_	_	Gen	_	_	NOMcom
posse	possum	_	_	_	Inf|Pres|Act	_	_	1	VER
his	hic	_	Plur	_	_	Abl	Com	1	PROdem
modis	modus	_	Plur	_	_	Abl	_	_	NOMcom
fieri	fio	_	_	_	Inf|Pres|Act	_	_	_	VER
ut	ut	_	_	_	_	_	_	4	CONsub
libertatem	libertas	_	Sing	_	_	Acc	_	_	NOMcom
aliquando	aliquando	Pos	_	_	_	_	_	_	ADV
recuperet	recupero	_	Sing	3	Sub|Pres|Act	_	_	_	VER

quippe	quippe	_	_	_	_	_	_	2	CONcoo
nullo	nullus	_	Sing	_	_	Abl	MascNeut	_	PROind
non	non	_	_	_	_	_	_	_	ADVneg
anno	annus	_	Sing	_	_	Abl	_	_	NOMcom
restitutis	restituo	_	Plur	_	Par|Perf|Pass	Abl	Com	_	VER
aliquot	aliquot	_	_	_	_	Ind	_	_	PROind
commendatione	commendatio	_	Sing	_	_	Abl	_	_	NOMcom
patientiae	patientia	_	Sing	_	_	Gen	_	_	NOMcom

haec	hic	_	Plur	_	_	Acc	Neut	1	PROdem
cum	cum	_	_	_	_	_	_	3	CONsub
dixissem	dico	_	Sing	1	Sub|Pqp|Act	_	_	2	VER
atque	atque	_	_	_	_	_	_	1	CONcoo
adiecissem	adicio	_	Sing	1	Sub|Pqp|Act	_	_	_	VER
nihil	nihil	_	_	_	_	Ind	_	_	PROind
mihi	ego	_	Sing	_	_	Dat	_	_	PROper
uideri	uideo	_	_	_	Inf|Pres|Pass	_	_	_	VER
causae	causa	_	Sing	_	_	Dat	_	_	NOMcom
quare	quare	_	_	_	_	_	_	1	ADVrel
non	non	_	_	_	_	_	_	_	ADVneg
hic	hic	_	Sing	_	_	Nom	Masc	1	PROdem
modus	modus	_	Sing	_	_	Nom	_	_	NOMcom
haberi	habeo	_	_	_	Inf|Pres|Pass	_	_	_	VER
uel	uel	Pos	_	_	_	_	_	1	ADV
in	in	_	_	_	_	_	_	_	PRE
Anglia	Anglia	_	Sing	_	_	Abl	_	_	NOMpro
possit	possum	_	Sing	3	Sub|Pres|Act	_	_	1	VER
multo	multo	Pos	_	_	_	_	_	2	ADV
maiore	magnus	Comp	Sing	_	_	Abl	Com	_	ADJqua
cum	cum	_	_	_	_	_	_	2	PRE
fructu	fructus	_	Sing	_	_	Abl	_	_	NOMcom
quam	quam	_	_	_	_	_	_	1	ADVrel
illa	ille	_	Sing	_	_	Nom	Fem	_	PROdem
iustitia	iustitia	_	Sing	_	_	Nom	_	_	NOMcom
quam	qui	_	Sing	_	_	Acc	Fem	1	PROrel
iuris	ius	_	Sing	_	_	Gen	_	1	NOMcom
ille	ille	_	Sing	_	_	Nom	Masc	_	PROdem
peritus	peritus	Pos	Sing	_	_	Nom	Masc	_	ADJqua
tantopere	tantopere	Pos	_	_	_	_	_	_	ADV
laudauerat	laudo	_	Sing	3	Ind|Pqp|Act	_	_	_	VER

sub	sub	_	_	_	_	_	_	_	PRE
haec	hic	_	Plur	_	_	Acc	Neut	1	PROdem
ille	ille	_	Sing	_	_	Nom	Masc	_	PROdem
nempe	nempe	Pos	_	_	_	_	_	_	ADV
iureconsultus	iurisconsultus	_	Sing	_	_	Nom	_	_	NOMcom
numquam	numquam	_	_	_	_	_	_	_	ADVneg
inquit	inquio	_	Sing	3	Ind|Pres|Act	_	_	_	VER
istud	iste	_	Sing	_	_	Acc	Neut	_	PROdem
sic	sic	Pos	_	_	_	_	_	_	ADV
stabiliri	stabilio	_	_	_	Inf|Pres|Pass	_	_	_	VER
queat	queo	_	Sing	3	Sub|Pres|Act	_	_	_	VER
in	in	_	_	_	_	_	_	_	PRE
Anglia	Anglia	_	Sing	_	_	Abl	_	_	NOMpro
ut	ut	_	_	_	_	_	_	4	CONsub
non	non	_	_	_	_	_	_	_	ADVneg
in	in	_	_	_	_	_	_	_	PRE
summum	superus	Sup	Sing	_	_	Acc	MascNeut	_	ADJqua
discrimen	discrimen	_	Sing	_	_	Acc	_	_	NOMcom
adducat	adduco	_	Sing	3	Sub|Pres|Act	_	_	_	VER
rempublicam	respublica	_	Sing	_	_	Acc	_	_	NOMcom
et	et	_	_	_	_	_	_	2	CONcoo
simul	simul	Pos	_	_	_	_	_	1	ADV
haec	hic	_	Plur	_	_	Acc	Neut	1	PROdem
dicens	dico	_	Sing	_	Par|Pres|Act	Nom	Com	2	VER
commouit	commoueo	_	Sing	3	Ind|Perf|Act	_	_	_	VER
caput	caput	_	Sing	_	_	Acc	_	_	NOMcom
ac	ac	_	_	_	_	_	_	1	CONcoo
distorsit	distorqueo	_	Sing	3	Ind|Perf|Act	_	_	_	VER
labrum	labrum	_	Sing	_	_	Acc	_	1	NOMcom
atque	atque	_	_	_	_	_	_	1	CONcoo
ita	ita	Pos	_	_	_	_	_	_	ADV
conticuit	conticesco	_	Sing	3	Ind|Perf|Act	_	_	_	VER

et	et	_	_	_	_	_	_	2	CONcoo
omnes	omnis	_	Plur	_	_	Nom	Masc	_	PROind
qui	qui	_	Plur	_	_	Nom	Masc	1	PROrel
aderant	assum	_	Plur	3	Ind|Impa|Act	_	_	1	VER
pedibus	pes	_	Plur	_	_	Abl	_	_	NOMcom
in	in	_	_	_	_	_	_	_	PRE
eius	is	_	Sing	_	_	Gen	Com	_	PROdem
ibant	eo	_	Plur	3	Ind|Impa|Act	_	_	1	VER
sententiam	sententia	_	Sing	_	_	Acc	_	_	NOMcom

tum	tum	Pos	_	_	_	_	_	_	ADV
Cardinalis	cardinalis	_	Sing	_	_	Nom	_	_	NOMcom
non	non	_	_	_	_	_	_	_	ADVneg
est	sum	_	Sing	3	Ind|Pres|Act	_	_	1	VER
inquit	inquio	_	Sing	3	Ind|Pres|Act	_	_	_	VER
procliue	procliuis	Pos	Sing	_	_	Nom	Neut	_	ADJqua
diuinare	diuino	_	_	_	Inf|Pres|Act	_	_	_	VER
{commodene}	commode界ne	Pos	_	_	_	_	_	_	ADV
an	an	_	_	_	_	_	_	_	ADVint
secus	secus	Pos	_	_	_	_	_	2	ADV
res	res	_	Sing	_	_	Nom	_	_	NOMcom
cessura	cedo	_	Sing	_	Par|Fut|Act	Nom	Fem	1	VER
sit	sum	_	Sing	3	Sub|Pres|Act	_	_	1	VER
nullo	nullus	_	Sing	_	_	Abl	MascNeut	_	PROind
prorsus	prorsus	Pos	_	_	_	_	_	2	ADV
facto	factum	_	Sing	_	Par|Perf|Pass	Abl	MascNeut	_	VER
periculo	periculum	_	Sing	_	_	Abl	_	_	NOMcom

uerum	uerum	_	_	_	_	_	_	4	CONcoo
si	si	_	_	_	_	_	_	2	CONsub
pronuntiata	pronuntio	_	Sing	_	Par|Perf|Pass	Nom	Fem	_	VER
mortis	mors	_	Sing	_	_	Gen	_	_	NOMcom
sententia	sententia	_	Sing	_	_	Abl	_	_	NOMcom
differri	differo	_	_	_	Inf|Pres|Pass	_	_	_	VER
executionem	exsecutio	_	Sing	_	_	Acc	_	_	NOMcom
iubeat	iubeo	_	Sing	3	Sub|Pres|Act	_	_	_	VER
princeps	princeps	_	Sing	_	_	Nom	_	1	NOMcom
atque	atque	_	_	_	_	_	_	1	CONcoo
hunc	hic	_	Sing	_	_	Acc	Masc	1	PROdem
experiatur	experior	_	Sing	3	Sub|Pres|Dep	_	_	_	VER
morem	mos	_	Sing	_	_	Acc	_	_	NOMcom
cohibitis	cohibeo	_	Plur	_	Par|Perf|Pass	Abl	Com	_	VER
asylorum	asylum	_	Plur	_	_	Gen	_	_	NOMcom
priuilegiis	priuilegium	_	Plur	_	_	Abl	_	_	NOMcom

tum	tum	Pos	_	_	_	_	_	_	ADV
uero	uero	_	_	_	_	_	_	4	CONcoo
si	si	_	_	_	_	_	_	2	CONsub
res	res	_	Sing	_	_	Nom	_	_	NOMcom
comprobetur	comprobo	_	Sing	3	Sub|Pres|Pass	_	_	_	VER
euentu	euentus	_	Sing	_	_	Abl	_	_	NOMcom
esse	sum	_	_	_	Inf|Pres|Act	_	_	1	VER
utilis	utilis	Pos	Sing	_	_	Nom	MascFem	_	ADJqua
rectum	rectus	Pos	Sing	_	_	Nom	Neut	_	ADJqua
fuerit	sum	_	Sing	3	Sub|Perf|Act	_	_	1	VER
eam	is	_	Sing	_	_	Acc	Fem	_	PROdem
stabiliri	stabilio	_	_	_	Inf|Pres|Pass	_	_	_	VER

alioqui	alioqui	Pos	_	_	_	_	_	_	ADV
tunc	tunc	Pos	_	_	_	_	_	_	ADV
quoque	quoque	Pos	_	_	_	_	_	_	ADV
afficere	afficio	_	_	_	Inf|Pres|Act	_	_	_	VER
supplicio	supplicium	_	Sing	_	_	Abl	_	_	NOMcom
eos	is	_	Plur	_	_	Acc	Masc	_	PROdem
qui	qui	_	Plur	_	_	Nom	Masc	1	PROrel
sunt	sum	_	Plur	3	Ind|Pres|Act	_	_	1	VER
ante	ante	Pos	_	_	_	_	_	1	ADV
damnati	damno	_	Plur	_	Par|Perf|Pass	Nom	Masc	_	VER
neque	neque	_	_	_	_	_	_	_	CONcoo
minus	parum	Comp	_	_	_	_	_	2	ADV
e	ex	_	_	_	_	_	_	_	PRE
republica	respublica	_	Sing	_	_	Abl	_	_	NOMcom
fuerit	sum	_	Sing	3	Sub|Perf|Act	_	_	1	VER
neque	neque	_	_	_	_	_	_	_	CONcoo
magis	magis	Comp	_	_	_	_	_	2	ADV
iniustum	iniustus	Pos	Sing	_	_	Nom	Neut	_	ADJqua
quam	quam	_	_	_	_	_	_	1	ADVrel
si	si	_	_	_	_	_	_	2	CONsub
nunc	nunc	Pos	_	_	_	_	_	_	ADV
idem	idem	_	Sing	_	_	Nom	MascNeut	_	PROdem
fieret	fio	_	Sing	3	Sub|Impa|Act	_	_	_	VER
nec	nec	_	_	_	_	_	_	2	CONcoo
ullum	ullus	_	Sing	_	_	Nom	Neut	_	PROind
interea	interea	Pos	_	_	_	_	_	_	ADV
nasci	nascor	_	_	_	Inf|Pres|Dep	_	_	_	VER
ex	ex	_	_	_	_	_	_	_	PRE
ea	is	_	Sing	_	_	Abl	Fem	_	PROdem
re	res	_	Sing	_	_	Abl	_	_	NOMcom
potest	possum	_	Sing	3	Ind|Pres|Act	_	_	1	VER
periculum	periculum	_	Sing	_	_	Nom	_	_	NOMcom

quin	quin	Pos	_	_	_	_	_	1	ADV
mihi	ego	_	Sing	_	_	Dat	_	_	PROper
certe	certe	Pos	_	_	_	_	_	_	ADV
uidentur	uideo	_	Plur	3	Ind|Pres|Pass	_	_	_	VER
errones	erro	_	Plur	_	_	Nom	_	1	NOMcom
quoque	quoque	Pos	_	_	_	_	_	_	ADV
ad	ad	_	_	_	_	_	_	2	PRE
eundem	idem	_	Sing	_	_	Acc	Masc	_	PROdem
posse	possum	_	_	_	Inf|Pres|Act	_	_	1	VER
modum	modus	_	Sing	_	_	Acc	_	_	NOMcom
non	non	_	_	_	_	_	_	_	ADVneg
pessime	male	Sup	_	_	_	_	_	_	ADV
tractari	tracto	_	_	_	Inf|Pres|Pass	_	_	_	VER
in	in	_	_	_	_	_	_	_	PRE
quos	qui	_	Plur	_	_	Acc	Masc	1	PROrel
hactenus	hactenus	Pos	_	_	_	_	_	_	ADV
tam	tam	Pos	_	_	_	_	_	_	ADV
multis	multus	Pos	Plur	_	_	Abl	Com	_	ADJqua
aeditis	edo	_	Plur	_	Par|Perf|Pass	Abl	Com	1	VER
legibus	lex	_	Plur	_	_	Abl	_	_	NOMcom
nihil	nihil	_	_	_	_	Ind	_	_	PROind
promouimus	promoueo	_	Plur	1	Ind|Perf|Act	_	_	_	VER
tamen	tamen	Pos	_	_	_	_	_	_	ADV

haec	hic	_	Plur	_	_	Acc	Neut	1	PROdem
ubi	ubi	_	_	_	_	_	_	3	CONsub
dixit	dico	_	Sing	3	Ind|Perf|Act	_	_	2	VER
Cardinalis	cardinalis	_	Sing	_	_	Nom	_	_	NOMcom
